Customer ID,Subscription,Sales Rep,Date Sold,Initial Service Date,Status,APay,Contract,Initial Service Price,Recurring,Services,Contract Value,Service Plan
58904,Pest - Tri-Annual Pest Control,James Bruce,08/29/24 07:39 PM,9/3/24,Serviced,CC,12,75.00,75.00,5,300.00,No
58901,RBB - Rodent Bait Box,James Bruce,08/29/24 07:38 PM,9/3/24,Serviced,CC,12,25.00,25.00,4,100.00,No
58901,Pest - Quarterly Pest Control,James Bruce,08/29/24 07:37 PM,9/3/24,Serviced,CC,12,50.00,75.00,4,275.00,No
58899,RBB - Rodent Bait Box,James Bruce,08/29/24 07:37 PM,9/3/24,Serviced,CC,12,25.00,25.00,4,100.00,No
58899,Pest - Tri-Annual Pest Control,James Bruce,08/29/24 07:36 PM,9/3/24,Serviced,CC,12,75.00,75.00,5,300.00,No
58888,Pest - Tri-Annual Pest Control,James Bruce,08/29/24 07:35 PM,9/2/24,Serviced,CC,12,60.00,60.00,5,240.00,No
58872,L FERT TEMP,James Bruce,08/29/24 07:34 PM,9/3/24,Canceled,CC,12,0.00,0.00,6,0.00,No
58872,Pest - Tri-Annual Pest Control,James Bruce,08/29/24 07:33 PM,8/30/24,Serviced,CC,12,75.00,75.00,5,300.00,No
23067,Pest - Quarterly Pest Control,Jackson Buettner,08/29/24 05:48 PM,8/29/24,Serviced,CC,12,249.00,249.00,4,996.00,No
58910,Pest - Tri-Annual Pest Control,Malachi Ecker,08/29/24 05:25 PM,9/3/24,Serviced,CC,12,99.97,99.97,5,399.88,No
58907,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/29/24 05:22 PM,9/3/24,Serviced,CC,12,75.00,75.00,5,300.00,No
58903,Pest - Tri-Annual Pest Control,Jackson Buettner,08/29/24 05:08 PM,9/3/24,Serviced,CC,12,99.97,99.97,4,299.91,No
58894,Pest - Tri-Annual Pest Control,Jackson Buettner,08/29/24 02:52 PM,9/3/24,Serviced,CC,12,109.97,109.97,4,329.91,No
58892,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/29/24 02:21 PM,9/3/24,Serviced,CC,12,99.00,99.00,5,396.00,No
58887,Pest - Tri-Annual Pest Control,Jackson Buettner,08/29/24 02:02 PM,9/3/24,Serviced,CC,12,119.97,119.97,4,359.91,No
58886,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/29/24 01:47 PM,9/3/24,Serviced,CC,12,100.00,100.00,3,400.00,No
58885,RBB - Rodent Bait Box,Jackson Buettner,08/29/24 01:43 PM,8/30/24,Serviced,CC,12,0.00,0.00,4,0.00,No
58885,Pest - Quarterly Pest Control,Jackson Buettner,08/29/24 01:43 PM,8/30/24,Serviced,CC,12,159.97,159.97,4,639.88,No
58884,Pest - Quarterly Pest Control,Malachi Ecker,08/29/24 01:34 PM,9/3/24,Serviced,CC,12,110.00,110.00,4,440.00,No
58881,Pest - Tri-Annual Pest Control,Jackson Buettner,08/29/24 01:10 PM,8/30/24,Serviced,CC,12,129.97,129.97,5,389.91,No
58873,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/29/24 11:39 AM,9/3/24,Canceled,CC,12,75.00,75.00,5,300.00,No
58863,Pest - Quarterly Pest Control,Malachi Ecker,08/28/24 06:35 PM,8/29/24,Serviced,CC,12,169.00,169.00,4,676.00,No
58849,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/28/24 06:34 PM,8/30/24,Serviced,CC,12,139.00,139.00,3,556.00,No
58855,Mosquito - Tri-Weekly,Nick  Everesdyk,08/28/24 06:33 PM,9/6/24,Pending,CC,12,100.00,100.00,10,900.00,No
58855,Pest - Quarterly Pest Control,Nick  Everesdyk,08/28/24 06:33 PM,8/30/24,Serviced,CC,12,139.00,139.00,4,556.00,No
58857,Pest - Bi-Monthly,Jackson Buettner,08/28/24 06:33 PM,8/30/24,Canceled,CC,18,119.97,119.97,6,719.82,No
58839,Pest - Quarterly Pest Control,Jackson Buettner,08/28/24 02:45 PM,8/29/24,Serviced,CC,12,129.97,129.97,4,519.88,No
58824,RBB - Rodent Bait Box,Malachi Ecker,08/28/24 01:57 PM,8/29/24,Serviced,CC,12,100.00,50.00,4,250.00,No
58830,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/28/24 01:54 PM,8/29/24,Serviced,CC,12,139.00,139.00,5,556.00,No
58826,Pest - Tri-Annual Pest Control,Jackson Buettner,08/28/24 01:22 PM,8/29/24,Serviced,CC,12,99.97,149.97,4,399.91,No
58824,Mosquito - Monthly,Malachi Ecker,08/28/24 01:11 PM,9/6/24,Pending,CC,12,69.00,69.00,7,345.00,No
58824,Pest - Quarterly Pest Control,Malachi Ecker,08/28/24 01:10 PM,9/6/24,Pending,CC,12,210.00,110.00,4,540.00,No
58813,Pest - Tri-Annual Pest Control,Jackson Buettner,08/28/24 10:56 AM,8/29/24,Serviced,CC,12,129.97,99.97,5,429.88,No
58807,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/27/24 07:11 PM,8/29/24,Canceled,CC,12,75.00,75.00,5,300.00,No
58803,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/27/24 06:59 PM,8/29/24,Serviced,CC,12,75.00,75.00,5,300.00,No
58802,Pest - Tri-Annual Pest Control,Nick  Everesdyk,08/27/24 06:31 PM,8/29/24,Serviced,CC,12,120.00,120.00,5,480.00,No
58798,Mosquito - Monthly,Jackson Buettner,08/27/24 05:13 PM,9/4/24,Pending,CC,12,79.97,79.97,7,399.85,No
58798,RBB - Rodent Bait Box,Jackson Buettner,08/27/24 05:13 PM,8/29/24,Serviced,CC,12,100.00,100.00,4,400.00,No
58790,Pest - Tri-Annual Pest Control,Jackson Buettner,08/27/24 12:46 PM,8/29/24,Serviced,CC,12,119.97,119.97,4,359.91,No
58789,Pest - Tri-Annual Pest Control,Jackson Buettner,08/27/24 12:07 PM,8/29/24,Serviced,CC,12,119.97,119.97,5,479.88,No
58776,Pest - Quarterly Pest Control,Malachi Ecker,08/26/24 06:54 PM,8/29/24,Serviced,CC,12,175.00,175.00,4,700.00,No
58772,Pest - Tri-Annual Pest Control,Jackson Buettner,08/26/24 06:24 PM,8/29/24,Serviced,CC,12,50.00,99.97,5,349.91,No
58762,Pest - Tri-Annual Pest Control,Jackson Buettner,08/26/24 03:51 PM,8/29/24,Serviced,CC,12,99.97,99.97,4,299.91,No
58755,Pest - Quarterly Pest Control,Malachi Ecker,08/26/24 03:29 PM,8/29/24,Serviced,CC,12,110.00,110.00,4,440.00,No
58759,Pest - Tri-Annual Pest Control,Jackson Buettner,08/26/24 03:27 PM,8/29/24,Serviced,CC,12,99.97,99.97,5,399.88,No
58756,Pest - Tri-Annual Pest Control,Jackson Buettner,08/26/24 03:26 PM,8/29/24,Pending,CC,12,99.97,99.97,5,399.88,No
53875,Fertilization,Jackson Buettner,08/19/24 12:14 PM,8/20/24,Serviced,CC,12,N/A,N/A,5,370.00,Yes
58278,Pest - Tri-Annual Pest Control,Graham Buettner,08/16/24 09:10 PM,8/29/24,Serviced,CC,12,99.00,99.00,5,396.00,No
58295,Pest - Tri-Annual Pest Control,Jackson Buettner,08/16/24 08:29 PM,8/20/24,Serviced,CC,12,99.97,99.97,5,399.88,No
58295,Mosquito - Monthly,Jackson Buettner,08/16/24 08:29 PM,8/20/24,Serviced,CC,12,79.97,79.97,6,319.88,No
56473,L FERT TEMP,Nick  Everesdyk,08/16/24 06:10 PM,9/3/24,Serviced,CC,12,80.00,130.00,6,600.00,No
58246,Fertilization,James Bruce,08/15/24 06:50 PM,8/18/24,Serviced,CC,12,N/A,N/A,5,375.00,Yes
58235,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 08:44 PM,8/19/24,Serviced,CC,12,109.97,109.97,5,439.88,No
58234,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 08:44 PM,8/19/24,Serviced,CC,12,109.97,109.97,5,439.88,No
58232,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 08:42 PM,8/19/24,Serviced,CC,12,50.00,99.00,5,347.00,No
58225,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 06:58 PM,8/19/24,Serviced,CC,12,50.00,99.97,5,349.91,No
58216,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 06:08 PM,8/19/24,Serviced,CC,12,99.97,99.97,5,399.88,No
58205,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 05:30 PM,8/19/24,Serviced,CC,12,109.00,109.00,5,436.00,No
58188,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 04:03 PM,8/19/24,Serviced,CC,12,109.00,109.00,5,436.00,No
19652,RBB - Rodent Bait Box,Reed Harrington,08/14/24 02:40 PM,8/16/24,Serviced,CC,12,100.00,100.00,4,400.00,No
58169,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 02:07 PM,8/20/24,Serviced,CC,12,129.97,129.97,5,519.88,No
58175,Mosquito - Monthly,Malachi Ecker,08/14/24 01:59 PM,8/19/24,Serviced,CC,12,69.00,69.00,7,345.00,No
58166,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 01:03 PM,8/19/24,Serviced,CC,12,119.97,119.97,5,479.88,No
58158,Pest - Quarterly Pest Control,Malachi Ecker,08/14/24 12:37 PM,8/19/24,Serviced,CC,12,100.00,100.00,4,400.00,No
58156,Pest - Tri-Annual Pest Control,Jackson Buettner,08/14/24 12:24 PM,8/19/24,Serviced,CC,12,119.97,119.97,5,479.88,No
58143,RBB - Rodent Bait Box,Jackson Buettner,08/14/24 10:54 AM,8/20/24,Serviced,CC,12,0.00,0.00,4,0.00,No
58143,Pest - Quarterly Pest Control,Jackson Buettner,08/14/24 10:47 AM,8/20/24,Serviced,CC,12,119.97,119.97,4,479.88,No
58130,Pest - Tri-Annual Pest Control,Jackson Buettner,08/13/24 06:53 PM,8/19/24,Serviced,CC,12,99.97,99.97,5,399.88,No
58127,Pest - Tri-Annual Pest Control,Jackson Buettner,08/13/24 06:39 PM,8/19/24,Serviced,CC,12,129.97,129.97,5,519.88,No
37540,Mosquito - Monthly,Malachi Ecker,08/13/24 06:18 PM,8/30/24,Serviced,CC,12,100.00,100.00,6,500.00,No
58115,Mosquito - Monthly,Malachi Ecker,08/13/24 05:08 PM,8/19/24,Canceled,CC,12,59.00,59.00,7,295.00,No
58115,Pest - Quarterly Pest Control,Malachi Ecker,08/13/24 05:07 PM,8/19/24,Canceled,CC,12,110.00,110.00,4,440.00,No
58112,Pest - Quarterly Pest Control,Malachi Ecker,08/13/24 04:53 PM,8/19/24,Serviced,CC,12,129.00,129.00,4,516.00,No
58084,RBB - Rodent Bait Box,Jackson Buettner,08/13/24 12:54 PM,8/19/24,Serviced,CC,12,0.00,0.00,4,0.00,No
58084,Pest - Quarterly Pest Control,Jackson Buettner,08/13/24 12:53 PM,8/19/24,Serviced,CC,12,65.00,129.97,4,454.91,No
58065,Pest - Quarterly Pest Control,Malachi Ecker,08/13/24 11:45 AM,8/16/24,Canceled,CC,12,100.00,100.00,4,400.00,No
58051,Commercial RBB,James Bruce,08/13/24 09:47 AM,8/27/24,Serviced,No,18,40.00,40.00,12,480.00,No
58041,RBB - Rodent Bait Box,Jackson Buettner,08/12/24 07:54 PM,8/14/24,Serviced,CC,12,10.00,10.00,4,40.00,No
58041,Pest - Quarterly Pest Control,Jackson Buettner,08/12/24 07:53 PM,8/14/24,Serviced,CC,12,119.00,119.00,4,476.00,No
58037,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 06:52 PM,8/14/24,Serviced,CC,12,75.00,75.00,5,300.00,No
58029,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 06:30 PM,8/14/24,Serviced,No,12,75.00,75.00,5,300.00,No
58017,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 05:47 PM,8/14/24,Serviced,CC,12,109.97,109.97,5,439.88,No
58012,Pest - Quarterly Pest Control,Graham Buettner,08/12/24 05:26 PM,8/14/24,Serviced,CC,12,99.00,99.00,4,396.00,No
58007,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 05:02 PM,8/14/24,Serviced,CC,12,119.97,119.97,5,479.88,No
57991,Pest - Quarterly Pest Control,Jackson Buettner,08/12/24 02:33 PM,8/14/24,Serviced,CC,12,119.97,119.97,4,479.88,No
57983,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 01:51 PM,8/14/24,Serviced,CC,12,119.97,119.97,5,479.88,No
57978,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 01:25 PM,8/14/24,Serviced,CC,12,109.97,109.97,5,439.88,No
57977,Pest - Tri-Annual Pest Control,Malachi Ecker,08/12/24 01:15 PM,8/14/24,Serviced,CC,12,100.00,100.00,5,400.00,No
57974,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 01:12 PM,8/14/24,Serviced,CC,12,129.00,129.00,5,516.00,No
57968,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 12:56 PM,8/14/24,Serviced,CC,12,129.97,129.97,5,519.88,No
57967,Pest - Quarterly Pest Control,Malachi Ecker,08/12/24 12:40 PM,8/14/24,Serviced,CC,12,129.00,129.00,4,516.00,No
57960,Pest - Tri-Annual Pest Control,Jackson Buettner,08/12/24 12:12 PM,8/14/24,Canceled,CC,12,59.97,59.97,5,239.88,No
57958,Pest - Tri-Annual Pest Control,Malachi Ecker,08/12/24 12:10 PM,8/30/24,Serviced,CC,12,129.00,129.00,5,516.00,No
57957,Pest - Quarterly Pest Control,Malachi Ecker,08/12/24 11:53 AM,8/14/24,Serviced,CC,12,129.00,129.00,4,516.00,No
57395,Pest - Bi-Annual,Iver Stenberg,08/07/24 07:09 PM,8/9/24,Serviced,No,12,99.00,99.00,3,198.00,No
57303,Pest - Quarterly Pest Control,Malachi Ecker,08/07/24 12:07 PM,8/14/24,Serviced,CC,12,100.00,100.00,4,400.00,No
23165,Pest - Bed Bug,James Bruce,08/05/24 01:07 PM,8/5/24,Serviced,CC,0,500.00,0.00,0,500.00,No
57048,Pest - Tri-Annual Pest Control,Josh Riley,08/05/24 06:29 AM,8/14/24,Serviced,CC,12,139.00,139.00,5,556.00,No
57073,Mosquito - Monthly,Malachi Ecker,08/03/24 11:17 AM,8/12/24,Serviced,CC,12,69.00,69.00,7,345.00,No
56934,RBB - Rodent Bait Box,Jackson Buettner,08/01/24 03:32 PM,8/9/24,Serviced,CC,12,0.00,0.00,4,0.00,No
56934,Pest - Quarterly Pest Control,Jackson Buettner,08/01/24 03:31 PM,8/9/24,Serviced,CC,12,149.97,149.97,4,599.88,No
56559,Pest - Bi-Annual,Zander Zima,07/29/24 09:04 AM,8/7/24,Canceled,CC,12,100.00,100.00,2,300.00,No
56536,Pest - Quarterly Pest Control,Graham Buettner,07/27/24 01:26 PM,7/29/24,Serviced,CC,12,99.00,99.00,4,396.00,No
56522,Mosquito - Monthly,Jackson Buettner,07/27/24 11:36 AM,7/30/24,Serviced,CC,12,79.00,79.00,6,395.00,No
56519,Pest - Tri-Annual Pest Control,Jackson Buettner,07/26/24 08:09 PM,7/30/24,Serviced,CC,12,133.00,133.00,5,532.00,No
56518,Pest - Tri-Annual Pest Control,Jackson Buettner,07/26/24 08:09 PM,7/30/24,Serviced,CC,12,199.00,199.00,5,796.00,No
56509,Pest - Tri-Annual Pest Control,Jackson Buettner,07/26/24 07:41 PM,7/29/24,Canceled,CC,12,75.00,75.00,5,300.00,No
56508,Pest - Quarterly Pest Control,Mason Lawlis,07/26/24 07:23 PM,7/30/24,Canceled,CC,12,125.00,125.00,4,500.00,No
56511,Pest - Quarterly Pest Control,John Hatz,07/26/24 05:53 PM,7/31/24,Serviced,CC,12,129.00,129.00,4,516.00,No
56507,RBB - Rodent Bait Box,Jackson Buettner,07/26/24 05:43 PM,7/29/24,Serviced,CC,12,0.00,0.00,4,0.00,No
56507,Pest - Quarterly Pest Control,Jackson Buettner,07/26/24 05:42 PM,7/29/24,Serviced,CC,12,125.00,125.00,4,500.00,No
56510,Pest - Tri-Annual Pest Control,Graham Buettner,07/26/24 05:36 PM,7/29/24,Serviced,CC,12,99.00,99.00,5,396.00,No
56449,L FERT TEMP,John Hatz,07/26/24 05:01 PM,8/14/24,Canceled,No,12,80.00,80.00,6,560.00,No
56505,Pest - Tri-Annual Pest Control,Jackson Buettner,07/26/24 04:47 PM,7/29/24,Serviced,CC,12,75.00,75.00,5,300.00,No
56503,Pest - Tri-Annual Pest Control,Nick  Everesdyk,07/26/24 04:45 PM,7/30/24,Serviced,No,12,120.00,120.00,5,480.00,No
56500,Pest - Tri-Annual Pest Control,Nick  Everesdyk,07/26/24 04:14 PM,7/29/24,Serviced,CC,12,90.00,90.00,5,360.00,No
56499,Pest - Tri-Annual Pest Control,Nick  Everesdyk,07/26/24 03:18 PM,7/29/24,Serviced,CC,12,80.00,80.00,5,320.00,No
56498,Pest - Tri-Annual Pest Control,Nick  Everesdyk,07/26/24 03:15 PM,7/29/24,Serviced,CC,12,80.00,80.00,5,320.00,No
56475,Pest - Tri-Annual Pest Control,James Bruce,07/26/24 03:01 PM,7/29/24,Serviced,CC,12,119.00,119.00,5,476.00,No
56496,Pest - Tri-Annual Pest Control,Jackson Buettner,07/26/24 02:29 PM,7/29/24,Serviced,CC,12,75.00,75.00,5,300.00,No
56495,Pest - Tri-Annual Pest Control,Jackson Buettner,07/26/24 02:20 PM,7/29/24,Serviced,CC,12,75.00,75.00,5,300.00,No
56485,Pest - Quarterly Pest Control,Mason Lawlis,07/26/24 01:15 PM,7/30/24,Serviced,CC,12,100.00,100.00,4,400.00,No
56481,Pest - Tri-Annual Pest Control,Jackson Buettner,07/26/24 12:44 PM,7/29/24,Serviced,CC,12,129.00,129.00,5,516.00,No
56478,Pest - Quarterly Pest Control,Mason Lawlis,07/26/24 12:34 PM,7/30/24,Serviced,CC,12,100.00,100.00,4,400.00,No
56476,Pest - Quarterly Pest Control,Garrison Hinkens,07/26/24 12:29 PM,8/29/24,Canceled,CC,12,99.00,99.00,4,396.00,No
56473,Pest - Tri-Annual Pest Control,Nick  Everesdyk,07/26/24 10:00 AM,7/29/24,Serviced,CC,12,100.00,100.00,5,400.00,No
56468,Pest - Tri-Annual Pest Control,James Bruce,07/25/24 09:46 PM,8/26/24,Canceled,CC,12,109.00,109.00,5,436.00,No
56394,Pest - Tri-Annual Pest Control,James Bruce,07/25/24 09:43 PM,8/1/24,Serviced,CC,12,65.00,75.00,5,290.00,No
56433,Mosquito - Tri-Weekly,James Bruce,07/25/24 09:43 PM,7/29/24,Serviced,CC,12,40.00,40.00,3,160.00,No
56433,Pest - Tri-Annual Pest Control,James Bruce,07/25/24 09:42 PM,7/29/24,Serviced,CC,12,65.00,65.00,5,260.00,No
56467,RBB - Rodent Bait Box,Charlie Cassidy,07/25/24 08:15 PM,7/26/24,Serviced,CC,12,100.00,0.00,4,100.00,No
56437,L Fall Core Aeration and Overseeding,Jackson Buettner,07/25/24 08:14 PM,9/3/24,Canceled,CC,12,300.00,0.00,0,300.00,No
56467,Pest - Tri-Annual Pest Control,Charlie Cassidy,07/25/24 08:03 PM,7/27/24,Serviced,CC,12,120.00,120.00,3,480.00,No
56464,Pest - Quarterly Pest Control,Graham Buettner,07/25/24 07:32 PM,7/29/24,Serviced,CC,12,80.00,80.00,4,320.00,No
56465,Pest - Tri-Annual Pest Control,Luke Knudtson,07/25/24 07:27 PM,7/29/24,Serviced,CC,12,100.00,100.00,3,400.00,No
56462,Mosquito - Monthly,Jackson Buettner,07/25/24 07:19 PM,8/2/24,Serviced,CC,12,29.97,69.97,7,309.85,No
56462,Pest - Tri-Annual Pest Control,Jackson Buettner,07/25/24 07:19 PM,8/2/24,Serviced,CC,12,109.00,109.00,5,436.00,No
56456,RBB - Rodent Bait Box,Jackson Buettner,07/25/24 06:57 PM,8/21/24,Canceled,CC,12,0.00,0.00,4,0.00,No
56456,Pest - Tri-Annual Pest Control,Jackson Buettner,07/25/24 06:56 PM,8/21/24,Canceled,CC,12,299.97,149.97,5,749.88,No
18476,Mosquito - Monthly,John Hatz,07/25/24 06:50 PM,7/29/24,Serviced,CC,12,67.00,66.00,6,331.00,No
56455,Mosquito - Tri-Weekly,David Mosse,07/25/24 06:45 PM,8/7/24,Serviced,CC,12,90.00,89.00,10,802.00,No
56454,Mosquito - Monthly,Josh Riley,07/25/24 06:35 PM,7/29/24,Serviced,CC,12,79.00,79.00,3,316.00,No
56449,L Fall Core Aeration and Overseeding,John Hatz,07/25/24 05:56 PM,9/3/24,Pending,No,12,150.00,0.00,0,150.00,No
56446,Pest - Quarterly Pest Control,Josh Riley,07/25/24 05:52 PM,7/29/24,Serviced,CC,12,139.00,139.00,4,556.00,No
56444,Pest - Quarterly Pest Control,Garrison Hinkens,07/25/24 05:45 PM,7/29/24,Serviced,CC,12,199.00,199.00,4,796.00,No
56439,RBB - Rodent Bait Box,Graham Buettner,07/25/24 05:25 PM,7/29/24,Serviced,CC,12,0.00,0.00,4,0.00,No
56439,Pest - Quarterly Pest Control,Graham Buettner,07/25/24 05:15 PM,7/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
56391,Mosquito - Monthly,Garrison Hinkens,07/25/24 05:12 PM,8/8/24,Serviced,CC,12,75.00,75.00,7,375.00,No
56437,P One Time Pest Control,Jackson Buettner,07/25/24 04:49 PM,7/26/24,Serviced,CC,12,200.00,0.00,1,200.00,No
56434,Mosquito - Monthly,Luke Knudtson,07/25/24 04:40 PM,7/30/24,Serviced,CC,12,50.00,50.00,3,200.00,No
56434,Pest - Tri-Annual Pest Control,Luke Knudtson,07/25/24 04:37 PM,7/29/24,Serviced,CC,12,100.00,100.00,3,400.00,No
56435,Pest - Quarterly Pest Control,David Mosse,07/25/24 04:35 PM,8/2/24,Serviced,CC,12,130.00,130.00,4,520.00,No
56430,Pest - Quarterly Pest Control,Kendra  Matsche,07/25/24 03:17 PM,7/27/24,Serviced,CC,12,109.00,109.00,4,436.00,No
56396,Pest - Quarterly Pest Control,David Mosse,07/25/24 02:28 PM,7/30/24,Canceled,CC,12,80.00,80.00,4,320.00,No
56423,Pest - Tri-Annual Pest Control,Kha Vang,07/25/24 02:26 PM,7/30/24,Serviced,CC,12,75.00,75.00,5,300.00,No
56416,Pest - Tri-Annual Pest Control,David Mosse,07/25/24 01:59 PM,7/29/24,Serviced,CC,12,100.00,100.00,5,400.00,No
56419,Pest - Tri-Annual Pest Control,Nick  Everesdyk,07/25/24 01:58 PM,7/30/24,Serviced,CC,12,50.00,100.00,5,350.00,No
56417,Pest - Bi-Annual,Zander Zima,07/25/24 01:58 PM,7/30/24,Serviced,CC,12,129.00,129.00,2,387.00,No
56415,Pest - Quarterly Pest Control,Garrison Hinkens,07/25/24 01:46 PM,7/29/24,Serviced,No,12,99.00,99.00,4,396.00,No
56409,Pest - Quarterly Pest Control,Jack Drephal,07/25/24 01:36 PM,7/29/24,Serviced,CC,12,150.00,150.00,4,600.00,No
56411,Mosquito - Tri-Weekly,David Mosse,07/25/24 01:35 PM,7/29/24,Serviced,CC,12,50.00,50.00,10,450.00,No
56408,Mosquito - Monthly,Josh Riley,07/25/24 01:31 PM,7/29/24,Serviced,CC,12,79.00,79.00,6,395.00,No
56406,Pest - Quarterly Pest Control,Graham Buettner,07/25/24 01:30 PM,7/29/24,Serviced,CC,12,80.00,80.00,4,320.00,No
56408,Pest - Quarterly Pest Control,Josh Riley,07/25/24 01:25 PM,7/29/24,Serviced,CC,12,129.00,129.00,4,516.00,No
56405,Pest - Quarterly Pest Control,Garrison Hinkens,07/25/24 01:21 PM,7/30/24,Serviced,No,12,129.00,129.00,4,516.00,No
56403,Pest - Quarterly Pest Control,Kendra  Matsche,07/25/24 01:10 PM,7/30/24,Serviced,CC,12,149.00,149.00,4,596.00,No
56402,Pest - Quarterly Pest Control,Jackson Buettner,07/25/24 01:03 PM,8/27/24,Serviced,CC,12,20.00,99.97,4,319.91,No
56392,Pest - Tri-Annual Pest Control,David Mosse,07/25/24 12:11 PM,9/2/24,Pending,CC,12,75.00,75.00,5,300.00,No
56389,Pest - Tri-Annual Pest Control,David Mosse,07/25/24 11:46 AM,7/29/24,Serviced,CC,12,75.00,75.00,5,300.00,No
56387,Mosquito - Monthly,John Hatz,07/25/24 11:31 AM,8/2/24,Serviced,CC,12,85.00,85.00,7,425.00,No
56387,Pest - Quarterly Pest Control,John Hatz,07/25/24 11:28 AM,8/2/24,Serviced,CC,12,139.00,45.00,4,634.00,No
56387,RBB - Rodent Bait Box,John Hatz,07/25/24 11:26 AM,8/2/24,Serviced,CC,12,150.00,35.00,4,535.00,No
56386,Pest - Tri-Annual Pest Control,Kendra  Matsche,07/25/24 11:22 AM,7/26/24,Serviced,CC,12,129.00,129.00,5,516.00,No
56377,Pest - Tri-Annual Pest Control,James Bruce,07/24/24 09:29 PM,7/25/24,Serviced,CC,12,119.00,119.00,5,476.00,No
56365,RBB - Rodent Bait Box,James Bruce,07/24/24 09:27 PM,7/25/24,Serviced,CC,12,0.00,0.00,4,0.00,No
56365,Pest - Quarterly Pest Control,James Bruce,07/24/24 09:26 PM,7/25/24,Serviced,CC,12,40.00,109.00,4,367.00,No
56348,Pest - Tri-Annual Pest Control,James Bruce,07/24/24 09:26 PM,7/24/24,Serviced,CC,12,75.00,75.00,5,300.00,No
56359,Pest - Tri-Annual Pest Control,James Bruce,07/24/24 09:26 PM,7/27/24,Serviced,CC,12,99.00,119.00,5,456.00,No
